Date,Time,Final Value,Annual Return,Sharpe Ratio,Sortino Ratio,Max Drawdown,Avg Drawdown,Normalized Score,Focus Annual Return,Focus Sharpe Ratio,Focus Sortino Ratio,Focus Max Drawdown,Focus Avg Drawdown,Focus Normalized Score,Blended Score,Lookback Period 1,Lookback Period 2,Lookback Period 3,Central Annual Return,Central Sharpe Ratio,Central Sortino Ratio,Central Max Drawdown,Central Avg Drawdown,Std Annual Return,Std Sharpe Ratio,Std Sortino Ratio,Std Max Drawdown,Std Avg Drawdown,focus start date,focus date end
9/12/25,12:57:31,"$1,383,918,627 ",40.64%,1.32539,1.28,-69.13%,-13.07%,-0.613,70.15%,2.40324,2.404,-25.73%,-5.92%,4.361,0.879,95,193,194,0.435,1.45,1.4,-0.54,-0.12,0.06,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/12/25,12:57:34,"$1,755,539,300 ",41.61%,1.36613,1.307,-63.73%,-13.63%,-0.46,74.04%,2.43826,2.454,-28.62%,-8.31%,4.526,1.035,103,140,160,0.435,1.45,1.4,-0.54,-0.12,0.06,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/12/25,12:57:37,"$2,536,123,087 ",43.12%,1.41986,1.381,-52.31%,-12.72%,-0.103,71.73%,2.37911,2.425,-27.84%,-7.97%,4.329,1.226,119,149,198,0.435,1.45,1.4,-0.54,-0.12,0.06,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/12/25,12:57:39,"$2,515,546,635 ",43.08%,1.38828,1.337,-69.65%,-13.81%,-0.372,75.65%,2.59185,2.611,-25.73%,-5.74%,5.175,1.292,143,159,197,0.435,1.45,1.4,-0.54,-0.12,0.06,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/12/25,12:57:47,"$2,702,137,789 ",43.38%,1.39419,1.374,-61.92%,-11.82%,-0.175,78.01%,2.62007,2.678,-25.73%,-5.80%,5.405,1.499,177,177,180,0.435,1.45,1.4,-0.54,-0.12,0.06,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/12/25,12:57:49,"$8,468,673,006 ",48.18%,1.54476,1.518,-53.99%,-10.32%,0.55,76.83%,2.58335,2.621,-25.73%,-5.96%,5.21,1.948,184,186,189,0.435,1.45,1.4,-0.54,-0.12,0.06,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/12/25,12:58:15,"$6,981,925,369 ",47.35%,1.58269,1.544,-52.31%,-10.43%,0.629,84.92%,2.81719,2.901,-25.73%,-5.74%,6.301,2.33,113,136,160,0.435,1.45,1.4,-0.54,-0.12,0.06,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/12/25,12:59:27,"$26,300,406,325 ",53.09%,1.67244,1.7,-52.31%,-9.72%,1.239,78.12%,2.52924,2.649,-27.84%,-8.32%,5.126,2.405,109,131,175,0.435,1.45,1.4,-0.54,-0.12,0.06,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/12/25,12:59:42,"$18,969,974,801 ",51.66%,1.63377,1.654,-52.31%,-10.65%,1.025,81.72%,2.67728,2.767,-27.84%,-7.74%,5.682,2.422,106,141,181,0.435,1.45,1.4,-0.54,-0.12,0.06,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/12/25,13:00:55,"$4,796,798,500 ",45.77%,1.41335,1.398,-71.65%,-14.43%,-0.266,55.03%,1.87848,1.776,-45.47%,-10.89%,3.309,1.521,235,237,242,0.425,1.45,1.4,-0.58,-0.125,0.04,0.18,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:00:56,"$3,679,269,106 ",44.66%,1.39858,1.39,-54.20%,-12.16%,0.081,57.77%,1.9494,1.887,-45.47%,-10.87%,4.082,2.082,164,201,276,0.425,1.45,1.4,-0.58,-0.125,0.04,0.18,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:00:57,"$2,572,495,007 ",43.18%,1.3769,1.37,-57.98%,-13.08%,-0.273,68.23%,2.23508,2.316,-29.01%,-8.06%,7.589,3.658,30,90,174,0.425,1.45,1.4,-0.58,-0.125,0.04,0.18,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:00:58,"$10,475,416,134 ",49.09%,1.54387,1.559,-59.70%,-11.39%,1.36,69.78%,2.30471,2.345,-27.84%,-8.28%,7.867,4.613,90,142,213,0.425,1.45,1.4,-0.58,-0.125,0.04,0.18,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:01:02,"$8,438,250,723 ",48.16%,1.50351,1.516,-56.60%,-11.91%,1.014,76.81%,2.51244,2.577,-27.84%,-8.24%,9.615,5.315,142,144,189,0.425,1.45,1.4,-0.58,-0.125,0.04,0.18,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:01:10,"$9,536,290,608 ",48.68%,1.51448,1.495,-64.80%,-11.61%,0.912,82.32%,2.77566,2.853,-25.73%,-5.89%,11.895,6.403,62,179,190,0.425,1.45,1.4,-0.58,-0.125,0.04,0.18,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:03:02,"$10,643,592,490 ",49.16%,1.53628,1.525,-53.71%,-10.81%,1.316,81.86%,2.72924,2.832,-25.73%,-5.54%,11.762,6.539,66,181,187,0.425,1.45,1.4,-0.58,-0.125,0.04,0.18,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:03:20,"$13,535,071,541 ",50.19%,1.56976,1.558,-53.71%,-10.65%,1.591,81.86%,2.72924,2.832,-25.73%,-5.54%,11.762,6.676,66,181,189,0.425,1.45,1.4,-0.58,-0.125,0.04,0.18,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:04:21,"$4,402,684,482 ",45.41%,1.42028,1.417,-63.73%,-13.26%,-0.089,65.16%,2.12782,2.202,-31.51%,-9.48%,2.805,1.358,85,133,153,0.455,1.35,1.4,-0.56,-0.105,0.06,0.2,0.14,0.27,0.045,1/1/03,12/31/09
9/12/25,13:04:22,"$10,125,512,601 ",48.94%,1.51418,1.532,-53.71%,-11.09%,0.458,74.50%,2.44478,2.475,-27.84%,-8.69%,3.887,2.172,129,176,236,0.455,1.35,1.4,-0.56,-0.105,0.06,0.2,0.14,0.27,0.045,1/1/03,12/31/09
9/12/25,13:04:30,"$15,969,956,079 ",50.91%,1.60008,1.605,-52.31%,-11.04%,0.726,75.67%,2.50397,2.539,-27.84%,-8.03%,4.105,2.416,96,153,195,0.455,1.35,1.4,-0.56,-0.105,0.06,0.2,0.14,0.27,0.045,1/1/03,12/31/09
9/12/25,13:04:47,"$14,373,848,020 ",50.45%,1.55922,1.571,-53.71%,-10.67%,0.628,77.22%,2.54367,2.59,-27.84%,-8.38%,4.253,2.441,157,182,198,0.455,1.35,1.4,-0.56,-0.105,0.06,0.2,0.14,0.27,0.045,1/1/03,12/31/09
9/12/25,13:04:55,"$14,817,274,371 ",50.58%,1.61427,1.61,-52.31%,-10.49%,0.762,77.59%,2.55052,2.585,-27.84%,-8.00%,4.283,2.522,108,134,249,0.455,1.35,1.4,-0.56,-0.105,0.06,0.2,0.14,0.27,0.045,1/1/03,12/31/09
9/12/25,13:05:09,"$11,481,056,049 ",49.48%,1.54645,1.544,-53.71%,-11.25%,0.518,83.99%,2.7702,2.893,-25.73%,-5.68%,5.275,2.896,67,178,195,0.455,1.35,1.4,-0.56,-0.105,0.06,0.2,0.14,0.27,0.045,1/1/03,12/31/09
9/12/25,13:07:47,"$6,836,227,512 ",47.27%,1.4864,1.479,-53.71%,-10.63%,1.291,55.67%,1.93809,1.862,-27.84%,-8.48%,6.295,3.793,173,178,270,0.445,1.45,1.3,-0.54,-0.11,0.03,0.045,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:07:48,"$686,375,066 ",37.83%,1.21653,1.181,-71.88%,-15.13%,-2.788,67.86%,2.20609,2.319,-26.71%,-8.73%,10.556,3.884,22,85,137,0.445,1.45,1.3,-0.54,-0.11,0.03,0.045,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:07:50,"$11,285,749,562 ",49.41%,1.57139,1.581,-52.31%,-11.47%,2.222,75.83%,2.4743,2.537,-27.84%,-8.55%,13.386,7.804,87,137,144,0.445,1.45,1.3,-0.54,-0.11,0.03,0.045,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:07:54,"$16,123,227,405 ",50.95%,1.58148,1.599,-53.71%,-10.52%,2.574,77.06%,2.47526,2.589,-27.84%,-8.42%,13.747,8.16,126,127,170,0.445,1.45,1.3,-0.54,-0.11,0.03,0.045,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:08:26,"$8,340,049,861 ",48.11%,1.52908,1.534,-52.31%,-10.29%,1.871,77.03%,2.54535,2.646,-25.93%,-6.45%,14.624,8.247,77,138,165,0.445,1.45,1.3,-0.54,-0.11,0.03,0.045,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:09:17,"$13,636,189,253 ",50.22%,1.55839,1.567,-58.37%,-10.86%,2.176,81.84%,2.68002,2.762,-27.84%,-7.90%,15.909,9.042,133,158,188,0.445,1.45,1.3,-0.54,-0.11,0.03,0.045,0.04,0.225,0.015,1/1/03,12/31/09
9/12/25,13:11:12,"$6,495,463,974 ",47.05%,1.48084,1.473,-61.78%,-11.03%,0.477,70.99%,2.40673,2.465,-25.93%,-6.27%,4.652,2.565,54,170,190,0.425,1.35,1.4,-0.56,-0.125,0.04,0.2,0.12,0.27,0.072,1/1/03,12/31/09
9/12/25,13:11:20,"$9,066,530,001 ",48.47%,1.523,1.532,-52.31%,-11.13%,0.757,73.58%,2.41652,2.477,-27.84%,-8.39%,4.738,2.747,108,136,190,0.425,1.35,1.4,-0.56,-0.125,0.04,0.2,0.12,0.27,0.072,1/1/03,12/31/09
9/12/25,13:11:41,"$9,854,054,873 ",48.82%,1.52071,1.528,-53.71%,-11.43%,0.748,75.97%,2.49784,2.575,-31.04%,-8.48%,5.076,2.912,86,159,183,0.425,1.35,1.4,-0.56,-0.125,0.04,0.2,0.12,0.27,0.072,1/1/03,12/31/09
9/12/25,13:11:48,"$13,662,453,397 ",50.23%,1.55562,1.561,-63.06%,-11.52%,0.835,77.79%,2.56877,2.582,-27.84%,-8.34%,5.278,3.057,133,187,193,0.425,1.35,1.4,-0.56,-0.125,0.04,0.2,0.12,0.27,0.072,1/1/03,12/31/09
9/12/25,13:12:37,"$17,568,863,391 ",51.32%,1.59577,1.603,-53.71%,-10.62%,1.095,76.88%,2.56417,2.565,-27.84%,-8.33%,5.199,3.147,186,186,187,0.425,1.35,1.4,-0.56,-0.125,0.04,0.2,0.12,0.27,0.072,1/1/03,12/31/09
9/12/25,13:13:50,"$20,380,022,561 ",51.97%,1.59996,1.61,-53.71%,-10.54%,1.146,77.92%,2.57899,2.598,-27.84%,-8.36%,5.321,3.233,185,189,192,0.425,1.35,1.4,-0.56,-0.125,0.04,0.2,0.12,0.27,0.072,1/1/03,12/31/09
9/13/25,0:27:42,"$1,789,657,587 ",41.69%,1.31667,1.298,-66.25%,-14.15%,-0.613,58.87%,1.90269,1.946,-37.66%,-10.43%,4.182,1.784,29,97,167,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:27:44,"$11,238,920,426 ",49.39%,1.56248,1.583,-52.31%,-10.14%,1.563,65.52%,2.13298,2.222,-27.84%,-8.65%,6.102,3.833,108,113,161,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:27:47,"$11,599,581,865 ",49.53%,1.53518,1.535,-64.80%,-12.43%,1.187,68.88%,2.30165,2.271,-27.84%,-8.34%,7.097,4.142,169,223,251,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:27:53,"$9,559,539,376 ",48.69%,1.5109,1.518,-59.01%,-11.45%,1.094,73.62%,2.45051,2.442,-27.84%,-8.38%,8.253,4.673,133,187,201,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:28:15,"$17,976,212,890 ",51.42%,1.60084,1.616,-52.31%,-10.48%,1.864,73.72%,2.43144,2.473,-27.84%,-8.43%,8.221,5.042,110,153,193,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:28:27,"$11,078,559,296 ",49.33%,1.55963,1.565,-52.31%,-11.13%,1.474,79.39%,2.60118,2.681,-27.84%,-7.84%,9.602,5.538,97,141,155,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:29:40,"$5,760,900,649 ",46.54%,1.47026,1.46,-52.31%,-10.64%,0.799,80.10%,2.697,2.818,-25.73%,-6.17%,10.374,5.586,51,112,189,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:29:57,"$13,796,793,249 ",50.27%,1.58099,1.586,-52.31%,-11.36%,1.636,79.01%,2.61205,2.66,-27.84%,-7.89%,9.595,5.616,98,144,189,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:31:31,"$17,005,741,665 ",51.18%,1.60971,1.623,-52.31%,-10.72%,1.894,78.54%,2.58834,2.68,-27.84%,-7.69%,9.511,5.703,106,139,186,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:31:43,"$9,840,386,584 ",48.82%,1.52098,1.496,-64.80%,-11.57%,1.066,81.25%,2.72371,2.791,-25.73%,-5.69%,10.521,5.793,74,157,184,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:32:09,"$11,028,215,919 ",49.31%,1.54451,1.533,-53.71%,-10.26%,1.382,83.71%,2.79354,2.875,-25.73%,-5.80%,11.074,6.228,77,161,185,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:33:43,"$15,650,522,471 ",50.82%,1.58009,1.568,-64.80%,-11.79%,1.528,84.05%,2.80265,2.891,-25.73%,-5.72%,11.16,6.344,75,156,178,0.455,1.35,1.4,-0.58,-0.125,0.045,0.045,0.12,0.315,0.045,1/1/03,12/31/09
9/13/25,0:34:23,"$456,739,202 ",36.22%,1.17645,1.114,-67.78%,-13.96%,-1.398,48.43%,1.66258,1.627,-25.93%,-8.32%,1.115,-0.142,64,78,231,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:34:25,"$4,268,901,623 ",45.28%,1.41772,1.403,-66.47%,-12.85%,-0.163,57.10%,1.97697,1.901,-27.84%,-8.71%,2.288,1.062,191,230,264,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:34:27,"$2,524,308,147 ",43.10%,1.36125,1.328,-64.80%,-12.58%,-0.43,67.70%,2.2637,2.34,-29.01%,-8.07%,3.856,1.713,45,93,186,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:34:30,"$5,485,467,478 ",46.33%,1.45798,1.468,-58.40%,-12.17%,0.129,74.65%,2.41446,2.512,-27.84%,-8.37%,4.637,2.383,119,133,146,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:34:33,"$6,247,929,684 ",46.88%,1.47916,1.491,-52.31%,-11.60%,0.286,75.95%,2.4693,2.57,-27.84%,-8.12%,4.863,2.575,119,136,149,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:34:37,"$13,803,289,263 ",50.28%,1.55309,1.565,-53.71%,-10.68%,0.683,75.31%,2.48561,2.514,-27.84%,-8.15%,4.753,2.718,131,152,221,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:34:57,"$10,374,467,790 ",49.05%,1.54316,1.526,-71.55%,-13.68%,0.281,78.88%,2.49973,2.663,-25.93%,-7.59%,5.233,2.757,65,93,127,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:35:34,"$11,798,002,279 ",49.60%,1.55963,1.566,-57.91%,-11.82%,0.576,78.49%,2.58601,2.654,-27.84%,-8.01%,5.252,2.914,96,154,182,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:39:00,"$13,764,623,931 ",50.26%,1.58082,1.59,-59.71%,-11.60%,0.667,80.40%,2.6429,2.716,-27.84%,-7.82%,5.516,3.091,98,139,191,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:39:21,"$18,563,792,711 ",51.57%,1.61948,1.631,-52.31%,-10.75%,0.931,82.62%,2.72191,2.786,-27.84%,-7.64%,5.831,3.381,106,141,186,0.445,1.45,1.4,-0.54,-0.11,0.04,0.2,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:41:01,"$4,355,408,806 ",45.36%,1.43093,1.436,-53.34%,-12.30%,0.445,71.47%,2.33469,2.407,-27.84%,-8.42%,7.925,4.185,115,134,218,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:41:04,"$15,204,293,230 ",50.70%,1.58136,1.594,-53.71%,-10.35%,1.641,71.50%,2.3679,2.363,-27.84%,-8.63%,8.005,4.823,131,178,253,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:41:21,"$14,594,959,572 ",50.52%,1.57094,1.584,-53.71%,-10.22%,1.576,72.88%,2.39607,2.438,-27.84%,-8.53%,8.31,4.943,180,181,206,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:41:24,"$11,817,715,624 ",49.61%,1.53798,1.551,-53.71%,-10.24%,1.336,75.40%,2.49007,2.51,-27.84%,-8.44%,8.959,5.147,160,176,184,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:42:13,"$6,768,989,608 ",47.22%,1.47008,1.451,-66.98%,-12.32%,0.369,79.63%,2.68571,2.782,-25.73%,-5.67%,10.549,5.459,55,158,181,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:43:43,"$13,351,280,231 ",50.13%,1.56282,1.571,-53.71%,-10.91%,1.484,77.38%,2.55203,2.585,-27.84%,-8.41%,9.44,5.462,120,178,192,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:44:38,"$13,606,793,741 ",50.21%,1.55457,1.567,-53.71%,-10.31%,1.461,77.70%,2.55641,2.587,-27.84%,-8.38%,9.479,5.47,121,190,191,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:45:11,"$11,774,610,689 ",49.59%,1.54073,1.54,-53.71%,-10.96%,1.315,78.46%,2.5851,2.603,-27.84%,-8.32%,9.67,5.492,123,186,187,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:45:21,"$21,686,348,040 ",52.25%,1.62366,1.637,-53.71%,-9.46%,1.989,75.99%,2.52181,2.526,-27.84%,-8.19%,9.158,5.574,118,204,204,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:45:38,"$21,774,582,425 ",52.26%,1.62251,1.631,-53.71%,-10.00%,1.964,77.85%,2.58652,2.601,-27.84%,-8.31%,9.643,5.803,110,186,189,0.455,1.35,1.4,-0.56,-0.11,0.04,0.045,0.14,0.075,0.0855,1/1/03,12/31/09
9/13/25,0:47:38,"$884,917,632 ",38.84%,1.2578,1.221,-58.51%,-13.24%,-0.828,45.91%,1.55561,1.531,-32.89%,-10.46%,1.15,0.161,63,100,215,0.425,1.35,1.35,-0.54,-0.115,0.02,0.135,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:47:40,"$2,350,108,483 ",42.80%,1.32641,1.287,-75.59%,-14.15%,-0.388,53.46%,1.8003,1.79,-31.79%,-9.98%,2.728,1.17,46,158,289,0.425,1.35,1.35,-0.54,-0.115,0.02,0.135,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:47:42,"$2,300,379,264 ",42.72%,1.36177,1.357,-57.63%,-12.46%,-0.019,59.85%,1.98009,2.033,-29.01%,-8.24%,4.136,2.059,30,97,168,0.425,1.35,1.35,-0.54,-0.115,0.02,0.135,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:47:44,"$8,466,623,793 ",48.18%,1.50704,1.51,-53.71%,-11.76%,1.058,74.71%,2.48004,2.513,-27.84%,-7.88%,7.188,4.123,138,159,205,0.425,1.35,1.35,-0.54,-0.115,0.02,0.135,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:47:47,"$7,190,089,884 ",47.48%,1.47167,1.454,-64.80%,-12.40%,0.732,79.91%,2.68872,2.766,-25.73%,-5.76%,8.55,4.641,75,156,187,0.425,1.35,1.35,-0.54,-0.115,0.02,0.135,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:50:59,"$7,358,552,660 ",47.58%,1.50348,1.49,-53.71%,-10.44%,1.018,80.37%,2.67427,2.739,-25.73%,-5.82%,8.526,4.772,74,165,177,0.425,1.35,1.35,-0.54,-0.115,0.02,0.135,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:51:33,"$18,548,964,274 ",51.56%,1.62719,1.652,-56.33%,-10.50%,1.848,79.72%,2.57722,2.725,-27.84%,-7.44%,8.207,5.027,98,107,160,0.425,1.35,1.35,-0.54,-0.115,0.02,0.135,0.12,0.27,0.045,1/1/03,12/31/09
9/13/25,0:54:13,"$4,664,534,043 ",45.65%,1.44331,1.431,-62.60%,-11.85%,0.011,57.08%,1.94907,1.924,-32.74%,-9.38%,1.979,0.995,86,175,280,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:54:15,"$5,440,103,097 ",46.30%,1.45612,1.456,-56.33%,-11.28%,0.147,62.38%,2.03713,2.081,-27.84%,-8.91%,2.575,1.361,87,127,228,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:54:17,"$6,691,232,640 ",47.17%,1.47344,1.484,-52.31%,-11.96%,0.245,72.04%,2.34612,2.435,-27.84%,-8.49%,3.824,2.034,115,142,186,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:54:31,"$12,231,854,072 ",49.75%,1.55305,1.564,-53.71%,-10.98%,0.578,71.08%,2.35633,2.366,-27.84%,-8.48%,3.7,2.139,94,176,235,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:54:36,"$4,614,734,250 ",45.61%,1.44251,1.438,-60.49%,-12.09%,0.021,76.45%,2.52183,2.571,-27.84%,-8.08%,4.403,2.212,97,161,164,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:54:52,"$10,012,770,975 ",48.89%,1.54212,1.552,-52.31%,-10.61%,0.531,73.05%,2.40896,2.469,-27.84%,-8.04%,3.994,2.262,116,140,194,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:54:59,"$9,307,588,833 ",48.58%,1.53181,1.554,-52.31%,-11.31%,0.483,74.28%,2.41039,2.491,-27.84%,-8.66%,4.065,2.274,122,144,219,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:55:10,"$10,221,949,589 ",48.98%,1.53148,1.541,-52.31%,-11.08%,0.494,74.19%,2.43625,2.48,-27.84%,-8.50%,4.077,2.286,118,152,225,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:55:20,"$8,199,251,227 ",48.04%,1.51012,1.518,-58.37%,-11.72%,0.337,78.18%,2.55874,2.618,-27.84%,-8.13%,4.584,2.46,135,145,158,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:56:35,"$7,313,368,866 ",47.55%,1.49459,1.504,-53.71%,-11.39%,0.32,79.88%,2.63302,2.662,-27.84%,-7.96%,4.805,2.563,144,161,216,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:59:27,"$15,147,902,456 ",50.68%,1.573,1.585,-53.71%,-10.98%,0.671,77.33%,2.5567,2.577,-27.84%,-8.29%,4.483,2.577,139,176,194,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,0:59:44,"$15,191,131,780 ",50.69%,1.57088,1.577,-56.50%,-11.05%,0.639,78.60%,2.59157,2.61,-27.84%,-8.29%,4.623,2.631,134,183,194,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,1:00:25,"$10,289,388,955 ",49.01%,1.52446,1.527,-59.86%,-11.62%,0.406,80.65%,2.64836,2.685,-27.84%,-7.86%,4.891,2.648,129,182,187,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,1:00:36,"$14,531,432,312 ",50.50%,1.55777,1.563,-55.90%,-11.45%,0.589,79.77%,2.62549,2.647,-27.84%,-7.89%,4.775,2.682,130,187,192,0.465,1.45,1.35,-0.58,-0.115,0.04,0.2,0.16,0.315,0.0585,1/1/03,12/31/09
9/13/25,1:01:40,"$1,883,269,428 ",41.90%,1.33446,1.302,-68.15%,-14.35%,-0.88,60.65%,1.95946,2.004,-31.51%,-9.56%,3.576,1.348,25,147,229,0.465,1.45,1.35,-0.58,-0.125,0.03,0.135,0.12,0.075,0.072,1/1/03,12/31/09
9/13/25,1:01:43,"$3,753,945,556 ",44.74%,1.41496,1.4,-63.73%,-13.35%,-0.262,67.11%,2.15936,2.234,-32.89%,-9.93%,4.638,2.188,75,99,103,0.465,1.45,1.35,-0.58,-0.125,0.03,0.135,0.12,0.075,0.072,1/1/03,12/31/09
9/13/25,1:01:45,"$10,599,548,122 ",49.14%,1.52975,1.532,-53.71%,-10.18%,0.777,71.20%,2.35437,2.376,-27.84%,-8.53%,5.611,3.194,112,184,220,0.465,1.45,1.35,-0.58,-0.125,0.03,0.135,0.12,0.075,0.072,1/1/03,12/31/09
9/13/25,1:01:57,"$8,964,027,341 ",48.42%,1.53658,1.533,-52.31%,-11.31%,0.746,75.30%,2.46796,2.575,-27.84%,-8.02%,6.398,3.572,99,109,201,0.465,1.45,1.35,-0.58,-0.125,0.03,0.135,0.12,0.075,0.072,1/1/03,12/31/09
