Date,Time,Final Value,Annual Return,Sharpe Ratio,Sortino Ratio,Max Drawdown,Avg Drawdown,Normalized Score,Focus Annual Return,Focus Sharpe Ratio,Focus Sortino Ratio,Focus Max Drawdown,Focus Avg Drawdown,Focus Normalized Score,Blended Score,Lookback Period 1,Lookback Period 2,Lookback Period 3,Central Annual Return,Central Sharpe Ratio,Central Sortino Ratio,Central Max Drawdown,Central Avg Drawdown,Std Annual Return,Std Sharpe Ratio,Std Sortino Ratio,Std Max Drawdown,Std Avg Drawdown,focus start date,focus date end
9/13/25,10:37:25,"$5,206,091,216 ",46.11%,1.43014,1.433,-64.80%,-12.56%,-0.204,65.74%,2.18679,2.201,-27.84%,-8.97%,3.072,1.434,153,162,253,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:37:26,"$7,927,900,376 ",47.90%,1.50463,1.511,-53.71%,-11.12%,0.199,66.19%,2.21565,2.157,-27.84%,-8.79%,3.069,1.634,137,213,248,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:37:29,"$10,901,678,882 ",49.26%,1.52506,1.537,-53.71%,-10.75%,0.339,69.14%,2.29274,2.291,-27.84%,-8.42%,3.507,1.923,169,189,224,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:37:31,"$7,555,334,334 ",47.69%,1.48319,1.493,-53.71%,-11.57%,0.123,72.04%,2.36812,2.401,-27.84%,-8.49%,3.89,2.007,129,144,193,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:37:44,"$6,850,687,008 ",47.27%,1.56113,1.516,-58.40%,-11.06%,0.21,74.44%,2.42729,2.576,-28.37%,-6.81%,4.38,2.295,37,53,96,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:38:09,"$9,905,451,205 ",48.85%,1.52858,1.525,-56.00%,-11.13%,0.278,76.17%,2.5365,2.527,-27.84%,-8.22%,4.474,2.376,135,186,206,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:38:14,"$7,499,251,702 ",47.66%,1.50605,1.493,-53.42%,-10.63%,0.181,75.96%,2.5474,2.665,-25.93%,-6.33%,4.749,2.465,55,120,191,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:38:52,"$10,626,084,881 ",49.15%,1.53754,1.539,-52.31%,-11.39%,0.338,78.72%,2.60497,2.649,-27.84%,-7.89%,4.863,2.6,102,146,188,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:39:55,"$14,695,744,918 ",50.55%,1.59658,1.615,-52.31%,-10.87%,0.599,77.91%,2.54408,2.623,-27.84%,-8.11%,4.711,2.655,108,136,211,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:41:05,"$15,007,235,530 ",50.64%,1.58994,1.599,-52.31%,-11.10%,0.565,80.69%,2.65432,2.709,-27.84%,-7.72%,5.107,2.836,106,137,206,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:42:39,"$14,681,279,582 ",50.54%,1.58245,1.596,-52.31%,-11.28%,0.541,80.83%,2.66127,2.735,-27.84%,-7.64%,5.162,2.852,106,133,193,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:43:46,"$12,147,428,853 ",49.72%,1.56614,1.583,-52.31%,-10.96%,0.475,82.07%,2.67935,2.781,-27.84%,-7.77%,5.306,2.89,106,136,208,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:43:49,"$20,782,568,998 ",52.06%,1.63418,1.657,-52.31%,-10.37%,0.793,80.12%,2.60921,2.699,-27.84%,-8.22%,4.998,2.896,108,127,206,0.465,1.45,1.45,-0.54,-0.105,0.04,0.18,0.14,0.315,0.0585,1/1/03,12/31/09
9/13/25,10:44:04,"$4,077,147,263 ",45.09%,1.43101,1.409,-55.97%,-11.38%,0.416,53.96%,1.85141,1.776,-27.91%,-9.53%,2.566,1.491,89,248,265,0.435,1.35,1.3,-0.58,-0.11,0.02,0.165,0.14,0.315,0.072,1/1/03,12/31/09
9/13/25,10:44:07,"$9,355,935,665 ",48.60%,1.50921,1.51,-64.80%,-12.53%,0.918,69.50%,2.33055,2.297,-27.84%,-8.43%,5.476,3.197,168,215,246,0.435,1.35,1.3,-0.58,-0.11,0.02,0.165,0.14,0.315,0.072,1/1/03,12/31/09
9/13/25,10:44:10,"$9,367,381,846 ",48.61%,1.51181,1.52,-53.71%,-11.06%,1.047,73.89%,2.44016,2.467,-27.84%,-8.70%,6.283,3.665,187,200,208,0.435,1.35,1.3,-0.58,-0.11,0.02,0.165,0.14,0.315,0.072,1/1/03,12/31/09
9/13/25,10:44:27,"$13,458,102,026 ",50.17%,1.56167,1.562,-54.23%,-11.25%,1.315,73.34%,2.40858,2.437,-27.84%,-8.53%,6.151,3.733,91,189,203,0.435,1.35,1.3,-0.58,-0.11,0.02,0.165,0.14,0.315,0.072,1/1/03,12/31/09
9/13/25,10:44:32,"$11,624,368,170 ",49.53%,1.58675,1.598,-52.31%,-9.87%,1.383,78.16%,2.5541,2.681,-25.93%,-6.57%,7.226,4.305,78,118,133,0.435,1.35,1.3,-0.58,-0.11,0.02,0.165,0.14,0.315,0.072,1/1/03,12/31/09
9/13/25,10:45:42,"$17,105,871,459 ",51.21%,1.60253,1.603,-55.80%,-10.82%,1.528,76.81%,2.57285,2.663,-25.93%,-6.22%,7.097,4.313,54,188,189,0.435,1.35,1.3,-0.58,-0.11,0.02,0.165,0.14,0.315,0.072,1/1/03,12/31/09
9/13/25,10:49:06,"$12,148,185,568 ",49.72%,1.55214,1.531,-64.80%,-11.70%,1.135,81.46%,2.74997,2.834,-25.73%,-5.81%,8.034,4.584,59,179,189,0.435,1.35,1.3,-0.58,-0.11,0.02,0.165,0.14,0.315,0.072,1/1/03,12/31/09
9/13/25,10:50:39,"$11,515,062,735 ",49.49%,1.54745,1.562,-53.71%,-10.10%,0.397,70.35%,2.34636,2.337,-27.84%,-8.47%,3.208,1.802,161,215,230,0.465,1.45,1.45,-0.56,-0.11,0.05,0.2,0.16,0.315,0.072,1/1/03,12/31/09
9/13/25,10:50:42,"$11,840,873,782 ",49.61%,1.54945,1.554,-53.71%,-10.67%,0.377,71.06%,2.32817,2.376,-27.84%,-8.51%,3.265,1.821,165,181,262,0.465,1.45,1.45,-0.56,-0.11,0.05,0.2,0.16,0.315,0.072,1/1/03,12/31/09
9/13/25,10:51:03,"$12,624,611,017 ",49.89%,1.55949,1.567,-53.71%,-10.32%,0.425,74.21%,2.45414,2.508,-27.84%,-8.07%,3.695,2.06,109,160,195,0.465,1.45,1.45,-0.56,-0.11,0.05,0.2,0.16,0.315,0.072,1/1/03,12/31/09
9/13/25,10:51:14,"$12,665,082,310 ",49.90%,1.57805,1.592,-53.70%,-11.36%,0.446,74.76%,2.46028,2.528,-27.84%,-8.51%,3.736,2.091,91,142,151,0.465,1.45,1.45,-0.56,-0.11,0.05,0.2,0.16,0.315,0.072,1/1/03,12/31/09
9/13/25,10:53:10,"$10,273,918,911 ",49.00%,1.5543,1.572,-52.31%,-10.95%,0.382,78.62%,2.55006,2.654,-27.84%,-8.12%,4.149,2.265,136,137,140,0.465,1.45,1.45,-0.56,-0.11,0.05,0.2,0.16,0.315,0.072,1/1/03,12/31/09
9/13/25,10:53:48,"$17,896,568,437 ",51.41%,1.59377,1.618,-53.71%,-10.16%,0.588,78.44%,2.56499,2.639,-27.84%,-8.00%,4.141,2.365,132,159,176,0.465,1.45,1.45,-0.56,-0.11,0.05,0.2,0.16,0.315,0.072,1/1/03,12/31/09
9/13/25,10:54:31,"$17,494,688,879 ",51.31%,1.57829,1.582,-64.80%,-12.41%,0.391,81.68%,2.66335,2.74,-27.84%,-8.00%,4.495,2.443,126,158,178,0.465,1.45,1.45,-0.56,-0.11,0.05,0.2,0.16,0.315,0.072,1/1/03,12/31/09
9/13/25,10:57:17,"$7,123,612,254 ",47.44%,1.46851,1.465,-64.80%,-11.98%,0.317,68.30%,2.25926,2.268,-27.84%,-8.57%,4.599,2.458,152,155,254,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,10:57:20,"$9,600,570,520 ",48.71%,1.51449,1.513,-64.23%,-12.00%,0.558,72.69%,2.42266,2.441,-27.84%,-8.31%,5.442,3,109,199,251,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,10:57:39,"$10,443,154,910 ",49.07%,1.52421,1.526,-53.71%,-11.08%,0.71,73.39%,2.4343,2.438,-27.84%,-8.41%,5.52,3.115,101,183,244,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,10:57:42,"$14,346,247,324 ",50.44%,1.55923,1.571,-53.71%,-9.87%,0.971,74.13%,2.46404,2.475,-27.84%,-8.29%,5.675,3.323,155,192,229,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,10:57:44,"$8,224,355,965 ",48.05%,1.48391,1.474,-74.06%,-13.47%,0.313,78.55%,2.53456,2.688,-25.93%,-7.14%,6.502,3.407,67,111,158,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,10:58:30,"$11,141,297,331 ",49.35%,1.55303,1.563,-52.31%,-11.33%,0.819,76.63%,2.50322,2.573,-27.84%,-8.23%,6.092,3.456,132,137,151,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,10:58:37,"$12,945,752,775 ",50.00%,1.5513,1.552,-63.06%,-11.45%,0.797,79.75%,2.63101,2.641,-27.84%,-8.21%,6.633,3.715,134,185,195,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,10:59:10,"$11,484,032,008 ",49.48%,1.58787,1.576,-52.31%,-9.61%,0.927,78.63%,2.57317,2.716,-27.35%,-6.25%,6.599,3.763,75,95,172,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,11:01:36,"$10,365,069,596 ",49.04%,1.53081,1.527,-63.73%,-11.67%,0.638,82.10%,2.69891,2.804,-25.93%,-6.29%,7.203,3.92,77,140,166,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,11:01:49,"$12,910,948,378 ",49.99%,1.54822,1.539,-64.80%,-12.11%,0.749,81.41%,2.68043,2.796,-25.93%,-6.37%,7.102,3.926,74,127,152,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,11:02:13,"$10,011,569,866 ",48.89%,1.56183,1.568,-52.31%,-10.46%,0.809,84.24%,2.7577,2.889,-25.73%,-5.97%,7.598,4.204,78,137,138,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,11:03:17,"$11,172,286,756 ",49.36%,1.57161,1.582,-52.31%,-10.30%,0.889,84.21%,2.74219,2.895,-25.73%,-6.13%,7.582,4.235,77,139,140,0.445,1.45,1.4,-0.56,-0.11,0.02,0.18,0.16,0.315,0.0855,1/1/03,12/31/09
9/13/25,11:03:58,"$5,056,831,065 ",45.99%,1.44052,1.414,-72.50%,-13.83%,0.144,58.71%,2.05906,1.946,-27.91%,-8.85%,3.25,1.697,153,249,262,0.435,1.45,1.3,-0.54,-0.115,0.03,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/13/25,11:04:00,"$3,573,882,040 ",44.54%,1.39688,1.356,-78.91%,-13.47%,-0.142,65.80%,2.17422,2.205,-27.84%,-8.86%,4.325,2.091,58,188,272,0.435,1.45,1.3,-0.54,-0.115,0.03,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/13/25,11:04:02,"$7,433,701,887 ",47.62%,1.5093,1.497,-63.73%,-12.81%,0.584,69.33%,2.19713,2.311,-32.89%,-9.58%,4.713,2.649,62,90,121,0.435,1.45,1.3,-0.54,-0.115,0.03,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/13/25,11:04:05,"$6,521,350,904 ",47.07%,1.48083,1.468,-63.73%,-12.32%,0.474,78.14%,2.56928,2.667,-25.93%,-6.51%,6.595,3.534,76,139,147,0.435,1.45,1.3,-0.54,-0.115,0.03,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/13/25,11:04:35,"$5,372,730,805 ",46.25%,1.50726,1.459,-65.05%,-12.49%,0.43,81.01%,2.63828,2.793,-28.37%,-6.63%,7.079,3.754,37,55,93,0.435,1.45,1.3,-0.54,-0.115,0.03,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/13/25,11:07:52,"$14,544,857,765 ",50.50%,1.66455,1.621,-58.96%,-11.00%,1.305,75.63%,2.49681,2.635,-28.37%,-7.60%,6.214,3.759,33,53,96,0.435,1.45,1.3,-0.54,-0.115,0.03,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/13/25,11:08:41,"$12,594,764,773 ",49.88%,1.64471,1.588,-64.57%,-11.97%,1.11,80.20%,2.62363,2.732,-28.37%,-6.78%,6.896,4.003,36,55,96,0.435,1.45,1.3,-0.54,-0.115,0.03,0.135,0.12,0.315,0.0585,1/1/03,12/31/09
9/13/25,11:10:30,"$2,832,593,478 ",43.57%,1.3645,1.346,-73.27%,-14.92%,-0.579,58.45%,1.91955,1.925,-31.58%,-10.37%,2.172,0.797,27,222,248,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:10:32,"$3,459,360,102 ",44.40%,1.39908,1.374,-66.47%,-12.96%,-0.16,56.23%,1.9759,1.851,-27.91%,-8.88%,2.293,1.066,200,248,281,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:10:34,"$9,668,033,144 ",48.74%,1.54228,1.537,-53.71%,-10.02%,0.836,62.24%,2.15403,2.083,-27.84%,-8.39%,3.028,1.932,155,193,280,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:10:37,"$3,355,050,453 ",44.28%,1.45485,1.408,-60.21%,-11.90%,0.13,68.97%,2.30246,2.425,-32.62%,-8.73%,3.74,1.935,38,39,88,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:10:39,"$6,913,326,664 ",47.31%,1.48366,1.499,-57.31%,-11.85%,0.406,69.52%,2.28134,2.346,-31.04%,-8.73%,3.653,2.03,89,142,210,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:10:44,"$8,407,349,031 ",48.15%,1.51374,1.53,-52.58%,-11.57%,0.582,74.61%,2.41464,2.511,-27.84%,-8.36%,4.24,2.411,119,134,157,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:10:55,"$10,576,896,116 ",49.13%,1.53268,1.545,-53.71%,-10.43%,0.794,73.40%,2.41992,2.441,-27.84%,-8.46%,4.104,2.449,155,181,218,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:11:06,"$18,114,058,998 ",51.46%,1.60208,1.632,-52.31%,-10.25%,1.088,71.30%,2.31029,2.427,-27.84%,-8.31%,3.926,2.507,108,125,213,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:11:09,"$7,149,555,166 ",47.46%,1.489,1.478,-53.71%,-10.52%,0.599,77.08%,2.50223,2.594,-25.73%,-6.06%,4.839,2.719,47,135,215,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:11:53,"$12,211,129,522 ",49.75%,1.54364,1.554,-63.73%,-12.26%,0.504,82.40%,2.69636,2.821,-25.93%,-6.25%,5.467,2.985,77,133,153,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:11:58,"$9,211,588,917 ",48.54%,1.50405,1.488,-64.80%,-12.24%,0.335,83.98%,2.8035,2.887,-25.73%,-5.77%,5.775,3.055,77,165,182,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:15:16,"$13,577,017,801 ",50.21%,1.55471,1.544,-64.80%,-11.87%,0.56,84.89%,2.81386,2.906,-25.73%,-5.75%,5.842,3.201,75,159,175,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:15:28,"$20,942,957,960 ",52.09%,1.61322,1.615,-64.80%,-10.99%,0.888,83.61%,2.76247,2.863,-25.93%,-6.25%,5.626,3.257,75,146,157,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:15:44,"$24,286,798,614 ",52.74%,1.62723,1.622,-64.80%,-11.15%,0.911,84.13%,2.78506,2.871,-25.73%,-5.80%,5.737,3.324,75,156,158,0.445,1.45,1.35,-0.58,-0.125,0.06,0.2,0.16,0.225,0.015,1/1/03,12/31/09
9/13/25,11:17:12,"$963,694,523 ",39.18%,1.25697,1.22,-75.29%,-15.05%,-2.302,64.61%,2.10859,2.231,-28.37%,-7.91%,6.009,1.853,49,68,123,0.465,1.45,1.45,-0.56,-0.11,0.04,0.045,0.12,0.075,0.045,1/1/03,12/31/09
9/13/25,11:17:15,"$5,995,191,937 ",46.71%,1.44435,1.434,-64.80%,-13.23%,-0.375,58.78%,2.01372,1.952,-27.84%,-8.50%,4.818,2.221,93,226,252,0.465,1.45,1.45,-0.56,-0.11,0.04,0.045,0.12,0.075,0.045,1/1/03,12/31/09
9/13/25,11:17:18,"$5,935,749,584 ",46.67%,1.46015,1.463,-54.63%,-11.76%,0.077,76.89%,2.5266,2.566,-27.84%,-8.45%,9.028,4.553,133,169,183,0.465,1.45,1.45,-0.56,-0.11,0.04,0.045,0.12,0.075,0.045,1/1/03,12/31/09
9/13/25,11:17:39,"$12,316,909,745 ",49.78%,1.54125,1.549,-56.50%,-10.94%,0.724,78.99%,2.60203,2.624,-27.84%,-8.27%,9.574,5.149,134,184,201,0.465,1.45,1.45,-0.56,-0.11,0.04,0.045,0.12,0.075,0.045,1/1/03,12/31/09
9/13/25,11:19:00,"$19,426,076,011 ",51.76%,1.63126,1.634,-52.31%,-10.50%,1.496,78.15%,2.58673,2.631,-27.84%,-7.81%,9.496,5.496,96,139,194,0.465,1.45,1.45,-0.56,-0.11,0.04,0.045,0.12,0.075,0.045,1/1/03,12/31/09
9/13/25,11:23:22,"$16,434,339,280 ",51.03%,1.60798,1.61,-59.22%,-11.31%,1.097,80.01%,2.63711,2.704,-27.84%,-7.75%,9.936,5.516,96,138,189,0.465,1.45,1.45,-0.56,-0.11,0.04,0.045,0.12,0.075,0.045,1/1/03,12/31/09
9/13/25,11:23:27,"$15,375,070,133 ",50.74%,1.59418,1.604,-52.31%,-11.18%,1.2,81.02%,2.6513,2.747,-27.84%,-7.88%,10.116,5.658,98,137,188,0.465,1.45,1.45,-0.56,-0.11,0.04,0.045,0.12,0.075,0.045,1/1/03,12/31/09
9/13/25,11:23:44,"$9,803,349,519 ",48.80%,1.52231,1.519,-63.73%,-11.80%,1.267,83.20%,2.73536,2.858,-25.93%,-6.28%,10.568,5.917,77,140,164,0.435,1.35,1.3,-0.54,-0.125,0.045,0.045,0.14,0.27,0.0585,1/1/03,12/31/092025-09-13,11:38:29,"$1,903,338,503",41.94%,1.32793,1.288,-73.01%,-14.04%,-0.740,51.49%,1.81083,1.749,-27.84%,-8.98%,3.669,1.464,62,195,278,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:38:31,"$4,213,979,685",45.23%,1.42507,1.420,-53.71%,-11.41%,0.608,52.49%,1.81411,1.734,-27.84%,-9.70%,3.676,2.142,121,215,293,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:38:32,"$5,062,553,468",46.00%,1.45665,1.470,-64.65%,-12.22%,0.873,65.01%,2.09228,2.194,-31.50%,-9.15%,7.591,4.232,109,115,115,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:38:34,"$7,038,529,153",47.39%,1.46210,1.470,-54.74%,-10.94%,1.136,69.01%,2.27024,2.289,-27.84%,-8.69%,8.747,4.942,123,197,216,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:38:39,"$4,042,775,736",45.05%,1.40458,1.381,-64.10%,-12.16%,0.267,71.55%,2.36340,2.420,-25.73%,-7.06%,9.850,5.058,61,156,164,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:38:46,"$10,613,142,587",49.14%,1.52676,1.534,-53.71%,-10.76%,1.731,70.10%,2.32100,2.290,-27.84%,-8.90%,8.921,5.326,143,205,233,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:38:48,"$4,208,414,533",45.22%,1.40225,1.387,-76.61%,-14.09%,0.151,76.31%,2.43725,2.567,-25.93%,-7.84%,11.129,5.640,62,115,146,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:38:58,"$6,776,918,059",47.23%,1.45959,1.447,-65.97%,-13.04%,0.847,81.32%,2.63944,2.751,-25.73%,-6.64%,12.865,6.856,67,158,163,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:42:35,"$8,076,931,155",47.97%,1.48455,1.469,-63.73%,-12.04%,1.112,80.17%,2.63835,2.717,-25.73%,-5.84%,12.605,6.859,62,158,159,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:42:38,"$13,454,013,451",50.17%,1.53807,1.529,-65.56%,-12.74%,1.668,84.35%,2.73410,2.857,-25.73%,-6.51%,13.828,7.748,67,158,159,0.445,1.45,1.3,-0.54,-0.105,0.02,0.15,0.04,0.27,0.058499999999999996,2003-01-01,2009-12-31
2025-09-13,11:45:09,"$3,226,014,419",44.11%,1.38204,1.357,-69.11%,-13.63%,-0.283,50.30%,1.71751,1.627,-45.47%,-11.59%,2.758,1.238,227,240,296,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:45:11,"$4,996,754,265",45.94%,1.44538,1.438,-61.53%,-12.49%,0.488,58.53%,2.03086,1.943,-27.84%,-8.37%,5.785,3.137,158,217,268,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:45:12,"$10,994,996,649",49.30%,1.52850,1.547,-53.71%,-10.51%,1.526,70.32%,2.33461,2.357,-27.84%,-8.63%,8.604,5.065,175,200,209,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:45:15,"$9,506,748,439",48.67%,1.52026,1.523,-53.71%,-10.61%,1.405,70.73%,2.36321,2.362,-27.84%,-8.33%,8.774,5.090,181,196,245,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:45:24,"$12,019,847,919",49.68%,1.56422,1.586,-52.31%,-10.34%,1.819,71.84%,2.33405,2.396,-27.84%,-8.66%,8.767,5.293,122,140,177,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:45:32,"$13,413,011,628",50.15%,1.54010,1.537,-67.86%,-11.70%,1.209,75.13%,2.48146,2.580,-25.73%,-5.89%,10.081,5.645,51,158,159,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:46:17,"$12,097,508,970",49.71%,1.56608,1.575,-52.31%,-11.50%,1.778,76.06%,2.50459,2.563,-27.84%,-8.05%,10.101,5.939,97,145,179,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:48:28,"$14,921,304,261",50.61%,1.58224,1.595,-52.31%,-10.98%,1.958,80.29%,2.62780,2.722,-27.84%,-7.94%,11.199,6.578,102,134,186,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:49:19,"$20,955,124,510",52.10%,1.63998,1.657,-52.31%,-10.17%,2.439,80.25%,2.63409,2.740,-27.84%,-7.64%,11.262,6.851,105,137,174,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:50:32,"$24,498,742,931",52.78%,1.65245,1.677,-52.31%,-10.36%,2.569,80.85%,2.63939,2.742,-27.84%,-8.16%,11.314,6.942,110,132,189,0.435,1.35,1.4,-0.56,-0.12,0.03,0.045000000000000005,0.12,0.075,0.07200000000000001,2003-01-01,2009-12-31
2025-09-13,11:51:51,"$1,732,254,157",41.55%,1.30042,1.266,-67.98%,-14.27%,-0.925,49.31%,1.70391,1.592,-45.47%,-11.18%,1.243,0.159,193,259,283,0.445,1.35,1.3,-0.58,-0.11,0.045,0.2,0.16,0.075,0.015000000000000001,2003-01-01,2009-12-31
2025-09-13,11:51:52,"$7,263,936,166",47.52%,1.49274,1.499,-53.71%,-11.05%,0.635,69.75%,2.32992,2.283,-27.84%,-8.51%,4.468,2.551,135,208,244,0.445,1.35,1.3,-0.58,-0.11,0.045,0.2,0.16,0.075,0.015000000000000001,2003-01-01,2009-12-31
2025-09-13,11:51:54,"$17,293,325,054",51.26%,1.59522,1.585,-53.71%,-10.58%,1.072,72.87%,2.42285,2.423,-27.84%,-8.42%,4.886,2.979,100,185,254,0.445,1.35,1.3,-0.58,-0.11,0.045,0.2,0.16,0.075,0.015000000000000001,2003-01-01,2009-12-31
